goodreads_book_id,tag_id,count
33,20781,53
33,5444,53
33,32586,53
33,22944,53
33,12869,53
33,24964,52
33,254,52
34,11305,31618
34,30574,15494
34,7457,7966
34,11743,7187
34,5207,2770
34,7404,1686
34,1691,1555
34,8717,1457
34,27199,1364
34,26785,1223
34,30909,1189
34,11590,1116
34,10731,1020
34,14361,974
34,22753,945
34,11557,943
34,33114,654
34,18886,638
34,9221,618
34,22743,617
34,22034,581
34,18367,553
34,24960,511
34,15979,502
34,20774,474
34,10729,471
34,1642,439
34,18566,439
34,2104,385
34,20849,369
34,15169,346
34,26837,343
34,3389,339
34,26771,328
34,18045,316
34,3392,313
34,1659,310
34,26842,308
34,21989,298
34,5090,293
34,5751,289
34,11376,273
34,19959,264
34,10644,263
34,29190,253
34,30521,251
34,11497,239
34,17213,224
34,22689,220
34,11505,218
34,923,214
34,25765,202
34,3371,202
34,6828,201
34,240,201
34,1128,200
34,26774,197
34,26256,194
34,7423,190
34,11773,184
34,18615,183
34,25234,180
34,32989,178
34,1416,174
34,30573,167
34,11340,166
34,11290,158
34,11396,157
34,25151,156
34,10491,155
34,22330,152
34,5776,152
34,20570,148
34,31505,147
34,27535,142
34,3358,141
34,10197,134
34,27403,134
34,22352,132
34,29316,131
34,20282,128
34,11372,127
34,11574,126
34,29925,126
34,25152,125
34,20824,124
34,22944,124
34,14064,119
34,28300,119
34,11314,118
34,9638,118
34,20547,118
34,236,117
34,14764,116
34,24964,115
34,25150,115
34,5444,115
34,10210,114
34,32130,114
34,20781,113
50,8717,2212
50,33114,2121
50,11743,1587
50,1691,934
50,11557,890
50,30574,790
50,7457,735
50,32989,691
50,29045,642
50,6953,610
50,25438,524
50,26735,472
50,6828,451
50,6857,358
50,19974,339
50,6888,326
50,6895,289
50,5207,281
50,17124,280
50,25114,253
50,22743,231
50,27199,199
50,6838,184
50,21457,183
50,7404,165
50,12315,160
50,26740,160
50,16799,156
50,6960,154
50,19983,145
50,17129,143
50,29452,142
50,6829,136
50,7852,131
50,14046,128
50,33165,123
50,6914,111
50,22034,108
50,6920,108
50,33012,105
50,16805,102
50,21466,102
50,25191,100
50,1542,97
50,22753,91
50,6847,91
50,33023,85
50,32477,84
50,3389,82
50,6178,82
50,12850,82
50,18045,81
50,6597,81
50,33124,79
50,25034,78
50,3371,76
50,8055,76
50,6976,67
50,7484,67
50,9221,66
50,26754,66
50,25436,63
50,24960,57
50,20774,57
50,5090,57
50,12948,57
50,21195,57
50,8075,56
50,21447,55
50,1200,49
50,1173,49
50,21989,48
50,3392,46
50,32996,46
50,20785,45
50,10404,45
50,6909,44
50,1540,44
50,30573,43
50,25014,42
50,10397,42
50,17090,42
50,3677,42
50,20849,41
50,17086,41
50,27535,40
50,30521,40
50,6977,40
50,6973,40
50,26752,40
50,25761,40
50,15169,39
50,33116,39
50,5481,39
50,5583,39
50,33125,38
50,8067,38
50,19980,38
50,31359,37
50,9621,37
93,30574,27829
93,7457,2886
93,6953,911
93,11743,858
93,8717,819
93,6857,754
93,11557,676
93,7404,573
93,6888,508
93,6895,404
93,6828,386
93,5207,358
93,33114,325
93,22743,323
93,17124,246
93,14487,233
93,6960,204
93,6838,185
93,11590,149
93,22753,121
93,6829,110
93,32989,109
93,17129,106
93,6920,97
93,14467,96
93,19974,95
93,17213,93
93,6914,92
93,16799,89
93,6847,83
93,29141,82
93,6905,75
93,9221,73
93,509,72
93,33165,71
93,6840,70
93,6977,63
93,7423,59
93,15169,57
93,20849,55
93,18367,54
93,6969,53
93,13098,53
93,6976,52
93,22034,49
93,11221,48
93,25034,48
93,6866,47
93,6909,46
93,25033,45
93,20774,44
93,22689,44
93,16805,44
93,1691,43
93,21989,43
93,10932,43
93,6949,41
93,6948,40
93,6843,38
93,18045,36
93,3389,34
93,25020,34
93,6973,34
93,3371,32
93,25014,32
93,25438,32
93,17090,31
93,24960,30
93,29137,29
93,3392,28
93,14764,28
93,20785,28
93,33150,28
93,5161,28
93,25234,27
93,30521,27
93,12600,27
93,7478,27
93,30573,26
93,10197,26
93,26735,26
93,11643,26
93,27199,24
93,7852,24
93,6837,24
93,4021,24
93,6834,22
93,27535,21
93,11497,20
93,10210,20
93,6597,20
93,12296,20
93,11644,20
93,32586,19
93,13116,19
93,22344,19
93,6871,19
93,3379,18
93,4949,18
93,30635,18
295,30574,108955
295,8717,16226
295,7457,8727
295,11743,3299
295,1691,1887
295,7404,1655
295,11557,1164
295,22743,929
295,5207,847
295,33114,769
295,14487,724
295,6953,632
295,17213,597
295,18367,512
295,6857,494
295,23679,481
295,11305,412
295,6888,304
295,22034,304
295,22753,298
295,9221,282
295,240,279
295,7423,257
295,14467,256
295,6828,250
295,509,241
295,6895,217
295,10210,199
295,10197,188
295,32989,187
295,236,186
295,17124,176
295,3389,175
295,20849,173
295,26735,170
295,20774,166
295,18045,157
295,3392,155
295,5751,153
295,7478,151
295,10644,144
295,21989,133
295,20811,131
295,1542,129
295,7417,118
295,15169,111
295,6960,110
295,3371,110
295,4949,109
295,251,108
295,11590,103
295,30521,102
295,5776,101
295,5090,94
295,6920,93
295,10094,92
295,30635,91
295,10093,86
295,22689,83
295,3358,83
295,7422,83
295,6914,80
295,24960,78
295,12948,78
295,10658,76
295,16799,75
295,19974,73
295,6829,73
295,17217,73
295,26027,72
295,17129,71
295,25114,70
295,6838,68
295,3379,68
295,31859,65
295,254,62
295,14764,61
295,33165,57
295,6905,57
295,29716,57
295,4021,56
295,26944,56
295,14552,54
295,248,54
295,21209,53
295,3377,52
295,12315,52
295,1540,52
295,6977,51
295,18326,50
295,6847,50
295,7451,50
295,6969,49
295,6976,48
295,26740,48
295,31430,48
295,1711,48
295,30573,47
295,10641,47
295,30358,47
378,30574,55030
378,11557,3461
378,11305,2880
378,8717,1929
378,11743,1777
378,6953,1441
378,7457,1334
378,33114,999
378,6857,835
378,6888,747
378,6895,542
378,17124,541
378,6828,512
378,32989,437
378,5207,401
378,22743,392
378,19974,386
378,7404,325
378,1691,315
378,6960,301
378,15048,295
378,6838,284
378,17129,249
378,16799,214
378,6914,180
378,26735,160
378,6920,149
378,24960,142
378,11590,138
378,33165,138
378,2104,134
378,16805,124
378,6976,114
378,18045,113
378,22034,107
378,4949,107
378,6829,105
378,6977,104
378,11505,103
378,25014,101
378,17090,97
378,18367,94
378,22753,92
378,26785,91
378,30521,85
378,12680,83
378,25114,81
378,9221,76
378,25765,75
378,30573,75
378,17213,72
378,19983,70
378,30860,69
378,6847,67
378,20849,66
378,6949,65
378,11497,63
378,6909,63
378,11370,61
378,6597,61
378,6948,61
378,22689,60
378,25034,60
378,6973,60
378,33012,59
378,27535,59
378,17086,54
378,20774,53
378,12315,53
378,26740,53
378,26837,52
378,15169,50
378,6836,50
378,206,49
378,32586,48
378,21892,48
378,12323,48
378,3371,46
378,25020,46
378,30590,46
378,17591,45
378,20824,43
378,33150,43
378,6866,42
378,20785,42
378,19445,42
378,25011,41
378,2277,41
378,6969,41
378,15285,41
378,15067,41
378,18886,40
378,25234,40
378,26897,40
378,26771,40
378,33124,39
378,10197,39
378,25033,39
378,12296,39
378,7725,39
890,7457,19214
890,30574,12443
890,11743,9439
890,11557,5732
890,7404,3446
890,26735,2042
890,18367,1688
890,14487,1433
890,5207,1205
890,22743,1113
890,25114,930
890,22034,790
890,2277,679
890,2313,677
890,7563,657
890,14370,644
890,12315,624
890,26740,607
890,11590,543
890,7423,512
890,240,482
890,1642,481
890,14467,460
890,30521,425
890,22753,406
890,1659,366
890,21989,355
890,923,340
890,33114,339
890,18326,324
890,20282,316
890,2312,310
890,25191,296
890,26754,296
890,12948,293
890,7417,290
890,9886,289
890,18045,286
890,24960,277
890,236,260
890,7478,256
890,10644,253
890,16563,248
890,7422,243
890,8717,237
890,25438,227
890,3885,221
890,26752,215
890,28623,215
890,9221,208
890,20774,208
890,26256,198
890,12600,193
890,18318,193
890,251,193
890,22025,191
890,20849,186
890,25761,183
890,30573,182
890,29716,178
890,4949,162
890,5090,161
890,31656,159
890,17213,156
890,30635,155
890,25167,150
890,25171,150
890,15169,149
890,2287,149
890,11505,148
890,420,146
890,31103,143
890,25152,141
890,25151,136
890,32586,136
890,25150,135
890,2104,126
890,5153,126
890,6131,125
890,3389,118
890,3392,118
890,18292,117
890,26251,116
890,22689,114
890,2271,114
890,10197,111
890,5481,110
890,22027,108
890,7472,106
890,11497,105
890,25765,101
890,6828,100
890,21656,100
890,2335,99
890,1078,99
890,254,99
890,30860,99
890,32989,98
890,25011,98
890,30590,96
902,30574,53759
902,20939,2666
902,11557,1974
902,8717,1545
902,33114,1416
902,11743,1173
902,32989,645
902,6953,595
902,7457,427
902,19974,419
902,21457,370
902,6888,341
902,6857,318
902,5207,291
902,17124,254
902,6828,240
902,6895,239
902,22743,233
902,26735,219
902,20926,201
902,16799,167
902,6838,156
902,25438,139
902,24960,134
902,20994,128
902,4949,124
902,7404,123
902,16805,118
902,21470,117
902,18045,113
902,17129,112
902,6960,104
902,25114,103
902,19983,103
902,2104,98
902,6914,96
902,12315,86
902,21459,86
902,21474,83
902,26740,82
902,17213,81
902,33165,79
902,33012,78
902,6920,78
902,20989,75
902,29076,72
902,25765,69
902,6976,68
902,30521,67
902,21447,66
902,33023,65
902,9221,64
902,17090,60
902,22034,59
902,33124,58
902,29452,57
902,30573,57
902,22753,55
902,3389,55
902,11505,55
902,19980,53
902,11497,51
902,7484,51
902,30860,51
902,20849,50
902,1691,48
902,8055,48
902,30358,48
902,20948,48
902,11590,47
902,6829,47
902,6909,47
902,3371,46
902,10197,46
902,3676,45
902,15169,44
902,6597,44
902,25150,43
902,21472,43
902,15048,42
902,6977,40
902,3392,38
902,6949,38
902,31359,38
902,20774,36
902,22689,36
902,20957,36
902,17086,36
902,20656,36
902,3677,36
902,20824,35
902,21989,34
902,25151,34
902,6847,34
902,21473,34
902,11305,33
902,25014,33
902,1173,33
902,21464,33
902,28525,32
903,30574,8440
903,11743,280
903,33114,261
903,6953,253
903,8717,247
903,11557,183
903,20939,182
903,6888,167
903,6857,154
903,6828,134
903,32989,126
903,19974,126
903,17124,102
903,6895,97
903,11305,92
903,6838,87
903,21457,81
903,10342,75
903,25438,70
903,22743,64
903,21466,61
903,16799,60
903,5207,58
903,17129,53
903,1691,51
903,6960,46
903,6920,44
903,6914,43
903,9221,38
903,27199,37
903,26735,37
903,16805,34
903,7457,32
903,6829,32
903,14487,32
903,22034,29
903,26740,28
903,18045,27
903,12600,26
903,19983,26
903,17090,22
903,25034,21
903,25114,21
903,21024,21
903,1173,21
903,21447,21
903,6597,20
903,33012,19
903,33165,19
903,17086,19
903,21892,19
903,7484,19
903,15304,19
903,6976,18
903,19980,18
903,22753,17
903,6847,17
903,3677,17
903,20926,16
903,20849,15
903,29452,15
903,12315,15
903,6836,15
903,19867,15
903,21464,15
903,24960,14
903,5161,14
903,2427,14
903,25765,13
903,6909,13
903,6977,13
903,25033,13
903,20785,13
903,6948,13
903,33150,13
903,33124,12
903,7404,12
903,10397,12
903,25436,12
903,3371,11
903,17213,11
903,30573,11
903,8055,11
903,4949,11
903,5158,11
903,21452,11
903,8067,10
903,12614,10
903,33113,10
903,3676,10
903,16757,10
903,3885,10
903,450,10
903,2104,9
903,22689,9
903,923,9
903,5231,9
903,12611,9
903,32688,9
903,5153,9
1295,30574,7742
1295,8717,519
1295,14487,463
1295,22743,336
1295,27199,330
1295,11743,314
1295,5207,295
1295,26138,229
1295,7457,224
1295,11557,195
1295,1691,189
1295,14552,183
1295,9221,176
1295,24207,166
1295,14467,125
1295,11590,117
1295,22753,114
1295,1659,110
1295,12948,107
1295,17213,106
1295,22034,100
1295,11305,92
1295,18045,87
1295,21989,73
1295,29190,72
1295,11780,64
1295,20774,59
1295,18367,59
1295,2705,59
1295,24960,57
1295,2104,56
1295,7404,55
1295,4021,54
1295,16264,54
1295,26785,53
1295,27535,53
1295,4949,53
1295,26837,52
1295,29045,52
1295,20849,50
1295,24208,50
1295,10146,49
1295,10197,48
1295,33114,46
1295,15169,43
1295,22689,43
1295,24166,42
1295,11497,39
1295,10729,39
1295,10210,37
1295,30521,36
1295,3358,36
1295,16268,36
1295,3405,36
1295,32686,35
1295,25506,34
1295,9477,34
1295,2277,33
1295,11505,31
1295,4037,31
1295,6828,30
1295,20824,30
1295,22545,30
1295,14461,30
1295,10150,30
1295,923,29
1295,10932,29
1295,26771,29
1295,10094,28
1295,31505,28
1295,14539,27
1295,14523,27
1295,14460,27
1295,11978,26
1295,8055,25
1295,19524,25
1295,14484,25
1295,11643,24
1295,10147,24
1295,1128,23
1295,32586,23
1295,12035,23
1295,25234,22
1295,26126,22
1295,6750,22
1295,25220,22
1295,10644,21
1295,5090,21
1295,11491,21
1295,25147,21
1295,22944,21
1295,10151,21
1295,3389,20
1295,9484,20
1295,28300,20
1295,473,20
1295,25009,20
1295,14524,20
1295,3407,20
1295,3392,19
1307,30574,896
1307,11305,251
1307,22743,108
1307,9221,90
1307,11743,87
1307,11557,83
1307,26785,52
1307,8717,50
1307,10731,48
1307,14361,40
1307,5207,32
1307,11370,28
1307,9882,20
1307,26771,20
1307,22753,19
1307,19230,19
1307,9152,18
1307,26897,16
1307,29748,16
1307,27199,15
1307,18045,14
1307,32310,14
1307,29190,13
1307,26837,12
1307,10729,12
1307,9151,12
1307,18886,11
1307,24960,10
1307,1691,10
1307,22034,10
1307,10197,10
1307,1642,10
1307,5090,9
1307,11376,9
1307,22689,8
1307,30521,8
1307,26842,8
1307,11340,8
1307,10210,8
1307,15169,7
1307,11367,7
1307,22944,7
1307,11290,7
1307,11773,7
1307,11396,7
1307,11378,7
1307,9866,7
1307,11590,6
1307,25234,6
1307,20849,6
1307,27535,6
1307,11643,6
1307,26774,6
1307,27401,6
1307,26697,6
1307,9161,6
1307,32308,6
1307,17213,5
1307,10094,5
1307,7654,5
1307,27403,5
1307,13962,5
1307,25104,5
1307,29149,5
1307,32311,5
1307,11300,5
1307,31078,5
1307,9160,5
1307,20774,4
1307,21989,4
1307,11314,4
1307,1659,4
1307,9147,4
1307,11372,4
1307,23549,4
1307,21258,4
1307,32309,4
1307,14343,4
1307,12858,4
1307,6828,3
1307,3389,3
1307,10644,3
1307,24964,3
1307,22545,3
1307,14064,3
1307,14764,3
1307,18990,3
1307,3377,3
1307,24993,3
1307,11978,3
1307,26894,3
1307,134,3
1307,485,3
1307,30667,3
1307,25220,3
1307,22363,3
1307,11338,3
1307,22648,3
1307,22680,3
1307,15349,3
1852,8717,7195
1852,7457,5666
1852,11743,2967
1852,11557,1328
1852,7404,1081
1852,1691,929
1852,33114,679
1852,2580,674
1852,22743,471
1852,5207,444
1852,14487,423
1852,18367,422
1852,6953,259
1852,26735,257
1852,17213,256
1852,6828,247
1852,30574,244
1852,22034,225
1852,9684,203
1852,2313,189
1852,32989,188
1852,6857,179
1852,2277,170
1852,22753,161
1852,7423,156
1852,240,152
1852,25114,141
1852,21989,132
1852,3389,126
1852,14467,126
1852,26740,121
1852,9221,114
1852,6888,113
1852,6895,112
1852,21195,108
1852,3392,104
1852,1938,102
1852,16001,100
1852,29045,98
1852,17124,97
1852,3885,96
1852,236,95
1852,7417,94
1852,20849,93
1852,11590,92
1852,10197,92
1852,12315,92
1852,6838,91
1852,10210,91
1852,20811,90
1852,12948,88
1852,18045,84
1852,923,82
1852,2545,82
1852,3371,81
1852,2312,80
1852,19983,74
1852,24960,70
1852,20774,70
1852,25438,68
1852,15169,67
1852,18326,66
1852,2573,66
1852,7422,65
1852,1542,64
1852,10644,63
1852,7478,63
1852,31656,60
1852,1642,60
1852,1659,59
1852,6960,57
1852,5090,56
1852,6829,56
1852,400,50
1852,6847,49
1852,14370,49
1852,3358,48
1852,33165,47
1852,19974,46
1852,29452,46
1852,3379,46
1852,25191,46
1852,20292,46
1852,26754,45
1852,7563,45
1852,14764,44
1852,10093,43
1852,29716,43
1852,20299,43
1852,11305,42
1852,9886,42
1852,25034,42
1852,251,42
1852,11497,41
1852,6178,41
1852,20282,40
1852,30573,39
1852,254,39
1852,3377,38
1852,2287,38
1934,30574,345105
1934,8717,27954
1934,7457,20533
1934,11557,7377
1934,11743,5990
1934,7404,3765
1934,33114,2123
1934,14487,2099
1934,5207,1908
1934,22743,1465
1934,26138,1136
1934,14467,877
1934,18367,839
1934,6953,830
1934,6828,721
1934,32989,666
1934,6857,659
1934,11590,648
1934,17213,615
1934,7423,543
1934,22753,508
1934,6838,469
1934,240,444
1934,509,438
1934,6888,430
1934,22034,421
1934,27199,419
1934,20811,414
1934,6895,371
1934,4949,343
1934,7852,341
1934,2313,325
1934,24960,320
1934,30521,319
1934,2277,310
1934,2104,298
1934,11221,296
1934,7478,294
1934,20774,292
1934,6750,274
1934,15169,273
1934,10210,251
1934,10197,246
1934,9221,245
1934,20849,242
1934,236,239
1934,18045,225
1934,21989,223
1934,7422,217
1934,18630,215
1934,32686,205
1934,26256,202
1934,7417,202
1934,17124,198
1934,30573,195
1934,9886,195
1934,11505,193
1934,29716,193
1934,3389,187
1934,26735,179
1934,1642,177
1934,2312,173
1934,1659,173
1934,12948,171
1934,6960,170
1934,6829,170
1934,30635,168
1934,21815,168
1934,25438,165
1934,251,162
1934,22689,160
1934,11497,159
1934,3392,151
1934,25765,150
1934,10644,147
1934,1416,146
1934,20824,145
1934,7563,145
1934,18326,142
1934,7343,139
1934,6847,133
1934,14552,132
1934,6920,126
1934,6840,122
1934,16799,120
1934,11644,120
1934,26251,119
1934,10094,117
1934,33165,114
1934,27847,114
1934,3371,113
1934,31505,113
1934,19974,110
1934,9477,109
1934,6914,108
1934,27535,107
1934,29452,106
1934,32586,105
1934,30860,104
1934,10093,103
2002,30574,5880
2002,11305,267
2002,14017,188
2002,11743,81
2002,5207,76
2002,33114,74
2002,22743,74
2002,8717,64
2002,11557,53
2002,32989,39
2002,6953,32
2002,15965,27
2002,9221,18
2002,27199,17
2002,6857,17
2002,18886,15
2002,22753,14
2002,18045,14
